	System-Id	WM1	WM2	distance	drug-offset-end	drug-offset-start	relType	sideEffect-offset-end	sideEffect-offset-start	Sentence
3687	0cbe1973-79c8-4bbd-82fd-8eef68a20de1	rituxan	works well		25	18	positive	36	26	tina, i hope the rituxan works well for you.
3688	0cbe4562-ffea-4dc8-8156-fc014283c240	tamoxifen	i was doing so well		17	8	positive	140	121	my onc recommended an ai after the 2 years, but i was doing so well with tamoxifen (except for hot flashes) and did not believe that it would recur.
3689	0cbe4562-ffea-4dc8-8156-fc014283c240	tamox	i was doing so well		13	8	positive	140	121	my onc recommended an ai after the 2 years, but i was doing so well with tamoxifen (except for hot flashes) and did not believe that it would recur.
3690	0cc04c5e-d388-4062-8157-692ad38824e4	fermara	i am doing really well		124	117	positive	109	87	i am doing really well now on fermara.
3691	0cc18353-c67e-4d60-97e9-7e1166c6cc10	rituxin	is great		31	24	positive	83	75	rituxin is great.
3692	0cc1a5ad-1b82-4b38-97e9-fed9d56add39	tamoxifen	it really helped		363	354	positive	384	368	i did when they wanted me to take tamoxifen and it really helped.
3693	0cc1ca0c-7421-4398-8157-b97e06041040	letrozole	is working		109	100	positive	131	121	so far the letrozole and zometa is working.
3694	0cc24270-86a8-43ed-8157-d2d61eea4001	cytoxa	i still have some hair		34	28	positive	83	61	i started my treatments of cytoxan/abraxane on april 6, and i still have some hair.
3695	0cc24270-86a8-43ed-8157-d2d61eea4001	abrax	i still have some hair		41	36	positive	83	61	i started my treatments of cytoxan/abraxane on april 6, and i still have some hair.
3696	0cc371b7-5d60-4640-8158-12b26d249000	taxol	everything went well		68	63	positive	57	37	helenfaith- i'm doing just fine and everything went well with taxol #3. i'm not that worried about it anymore, i just can't have any extra worry on me, i'm just believing that god is in control and he's gonna take care of me
3697	0cc4017c-695b-4423-8158-30fa7c9cac61	tamoxifen	feeling good		726	717	positive	739	727	how is it going with the tamoxifen feeling good laurie, just like getty said.
3698	0cc514af-8045-472c-8158-6af4f5607110	tamoxifen	very good		1194	1185	positive	1146	1137	mizsissy ps: effexor is very good for hot flashes and can be taken with tamoxifen.
3699	0cc70b61-865d-4802-8158-d4e9ad157b64	taxol	pretty tolerable		54	49	positive	92	76	i found taxol to be pretty tolerable when i had it 12 yrs.
3700	0ccbb00e-2cf4-46a8-8159-cfb59fbcd440	herceptin	so far so good		259	250	positive	671	657	i am on herceptin #11 this week and so far so good.
3702	0cce9bab-ff3c-4a74-815a-6da155c67e10	letrozole	i feel much better		1229	1220	positive	1308	1290	we are warned to look after our skin and try to stay away from coughs and colds and not to do gardening, which can lead to inhaling pathogens though.fatigue is something of an issue but, like jensgotthis, i find most of my side effects come from letrozole but even those are tolerable.i'm stage 4 with bone mets and i feel much better than i did before i started this treatment.
3703	0ccff8f0-ae16-46bc-815a-b774872d3790	tamox	doing fine		145	140	positive	176	166	i have been on tamox for almost 3 mo was doing fine on it up until about a week ago.
3704	0cd00ea6-9567-4340-80bd-fbea3c6db410	carbo	feeling pretty good		1381	1376	positive	1341	1322	feeling pretty good today, so think i'll deliver some carbonless forms i printed over the weekend and get some $$ in the bank.
3705	0cd231b1-61d5-43e6-827f-bbc9f88cdd44	gemcitabine	tolerated it very well		23	12	positive	53	31	my dad had gemcitabine and he tolerated it very well until the last couple of weeks when it seemed to catch up with him.at that time he was nauseous and tired.
3706	0cd2bf0b-91c3-4ebc-815b-4da522ea7790	navelbine	she is doing very well		71	62	positive	1007	985	i sit next to a woman in the treatment room and she has been on navelbine for two years now and she is doing very well on it.she is also stage lv and it has kept her mets under control.i think it is very wrong of them to give you the end of the road speech because even if they are the oncologists, they are not god and they don't know what is going to work, how you will respond or what is going to happen.
3707	0cd307d4-f21b-4894-815b-5d0c00762710	taxotere	feeling pretty good		249	241	positive	212	193	this counts as my sucky story for the day, since i'm feeling pretty good 3 days into my 2nd cycle of taxotere/cytoxan.
3708	0cd307d4-f21b-4894-815b-5d0c00762710	cytoxa	feeling pretty good		256	250	positive	212	193	this counts as my sucky story for the day, since i'm feeling pretty good 3 days into my 2nd cycle of taxotere/cytoxan.
3709	0cd38b6f-fe64-4868-982d-487672d79031	avastin	no side effects		58	51	positive	813	798	meanwhile, i have no side effects from avastin - perhaps a bit of nose bleed, but i also have a cold, so that is probably not related to avastin.
3710	0cd4f497-1d54-4b07-815b-c559cda5c989	femara	i had no side effects		249	243	positive	214	193	i had no side effects when i first started taking femara which i was thankful for.
3714	0cd5f2bf-2d37-4d01-815b-fb2c425d60d9	arimidex	i felt great		313	305	positive	327	315	when i came off arimidex, i felt great for about 3 weeks but menopause kicked in but less severe.
3715	0cd6001e-d57d-4120-9836-8b685f7bc190	taxol	did not make me sick		482	477	positive	503	483	the taxol did not make me sick.
3716	0cd89407-f8db-4848-815c-89d4cdcf2a40	taxol	much easier		47	42	positive	652	641	the taxol was much easier on the brain, but did give some pain, which was focused where my surgery had been (the knee surgery involved cutting my right tibia) with both parts of chemo, i was able to go out, drive and live, albeit at a slower pace than my normal.
3717	0cd989f2-1886-45d0-9843-e6a737ecb144	taxol	fantastic results		758	753	positive	794	777	i have now gone through three cycles of iv taxol/carboplatnim with fantastic results.
3719	0cd989f2-1886-45d0-9843-e6a737ecb144	carbo	fantastic results		764	759	positive	794	777	i have now gone through three cycles of iv taxol/carboplatnim with fantastic results.
3720	0cdaf137-825a-40f6-8d5f-dfdf6f996ee4	tamoxifen	i did ok		771	762	positive	718	710	i did ok after chemo, until about 4 months into the tamoxifen.
3721	0cdb1819-450d-44cd-815d-1267e7a834c1	anastrozole	works for me		1002	991	positive	1015	1003	i feel better and i am hoping anastrozole works for me!
3722	0cdb1819-450d-44cd-815d-1267e7a834c1	anastrozole	i feel better		1002	991	positive	974	961	i feel better and i am hoping anastrozole works for me!
3723	0cdb623a-b070-43c1-815d-2221c8f98259	tamoxifen	no side effects		47	38	positive	99	84	for what it's worth i've been taking tamoxifen citrate for about 5 months now with no side effects that i can tell - other than it bringing on menopause which was imminent anyway.
3724	0cdc3cc3-b0ea-4b20-b5aa-9d359a4d3a40	doxil	hair has grown back		70	65	positive	163	144	i will be starting doxil april 2nd, not looking forward to that, except that i shouldnt lose what hair has grown back.
3725	0cde0d0a-0ffc-4610-815d-b30c7a059900	femara	works well		57	51	positive	351	341	so hopefully the femara and the ibrance works well and i don't have to use up an additional option.
3726	0cde0d0a-0ffc-4610-815d-b30c7a059900	ibrance	works well		196	189	positive	351	341	so hopefully the femara and the ibrance works well and i don't have to use up an additional option.
3728	0cdeddcc-58e8-4a7c-815d-df60d7daf990	tamoxifen	i feel better		55	46	positive	25	12	thanks, if i feel better from not taking the tamoxifen then i will know.
3729	0cdf47d1-38ec-49f8-815d-f5e53b3d1640	taxol	is much better		29	24	positive	44	30	thanks melrose:) beth: taxol is much better than a/c.
3730	0cdf47d1-38ec-49f8-815d-f5e53b3d1640	taxol	my hair started growing back		29	24	positive	336	308	my hair started growing back around taxol #7, still look bald at #11. taxol tips: don't do anything to stress your nails.
3731	0cdf49ed-5ebe-403b-815d-f657f5a12cb1	xeloda	no side effects		33	27	positive	110	95	dear greta,i have been on xeloda, 2500 mg per day, two weeks on, one off, since april 06 with no side effects except fatigue.
3732	0cdf5a17-855d-4695-815d-f9c6eaef44d1	femara	great success		109	103	positive	140	127	i was on femara for 4 years with great success until my last pet/ct - now progression, although it is minimal.
3735	0cdf5b5d-1aec-4f10-9859-e4cdb13d58a4	taxotere	hair started growing back		343	335	positive	459	434	my hair started growing back on taxotere but it really hurt my bones.
3736	0ce103e7-2f02-4520-80bf-f41d2b25dfa4	gemzar	almost no side effects		75	69	positive	134	112	presently i am on gemzar and had a treatment yesterday, with almost no side effects.
3737	0ce2e37a-a16d-46df-815e-ba30878b3319	capecitabine	worked well for me		286	274	positive	305	287	capecitabine worked well for me for over 4 and a half years so i hope you too have a long time with the peach pills.
3738	0ce2f4ae-61fb-41df-815e-bdd8ecbc2d19	anastrozole	it worked great		319	308	positive	212	197	my ob had me on a rx vaginal cream for the dryness and it worked great but becasue there was low dose estrogen my onc had me stop it.anyone, i'm going to be starting anastrozole now (i keep waiting, i have a cold, don't want to mix with otc cold meds) maybe i'm just looking for reasons who knows?
3739	0ce30caa-2d34-4c20-815e-c2f27f166400	taxol	was much easier for me		6	1	positive	29	7	taxol was much easier for me than ac.
3740	0ce4aa97-7689-41d0-815f-1afce624e100	letrozole	no side effects		240	231	positive	261	246	i am taking the letrozole with no side effects at all for 6 months now, and my tm went from 116 to 33 in that time, so you never know, maybe its worth a try?
3742	0ce5afdc-338e-402c-815f-5294b4f64910	abraxene	is great		65	57	positive	74	66	i bet that abraxene is great too though if it is for mets.
3744	0ce761f9-0409-4b3e-815f-aefd65ccc664	avastin	very good		90	83	positive	108	99	avastin is also very good for liver mets.there are a lot of very knowledgable ibc ladies here, as well as her2+ gals.
3745	0cebe48e-4fbf-47e8-81fa-35e540e87410	doceta	more effective		322	316	positive	355	341	that stated i do believe that earlier docetaxel can in fact be more effective than later.
3746	0cec5f24-3814-4578-8160-bf2258025e40	taxol	had very few ses		211	206	positive	142	126	i had very few ses with the a/c (except that fuzzy head) and almost none with the taxol.the hospital was very careful about lymphedema, however, so i never had needles on the left side (where my nodes were removed).
3747	0ced45da-af98-4ac8-988e-a7bc0ad772b9	tamoxfin	so far so good		29	21	positive	72	58	i have only been on tamoxfin for a couple of months, but so far so good.
3748	0cede4c8-9410-4348-9891-03a13f9d59d9	taxol	hair start to grow back		23	18	positive	181	158	some people have had their hair start to grow back while on taxol and i was one of them.
3749	0cee729c-34d9-4cd1-8161-3080afb41079	herceptin	very effective		379	370	positive	401	387	many doctors will not declare a stage iv patient to be in remission as the prevailing thought is that there will always be some cancer cells left that just aren't visible to scanning yet.is it possible you are asking about a grade 4 regardless, herceptin can be very effective for her2+ cancers.
3750	0ceec475-1f22-44da-8161-41f7ceb2c404	doceta	hair regrowth		120	114	positive	443	430	a great many of the people who are posting that they have trouble with hair regrowth had been on docetaxel.
3753	0ceec7de-4d98-4f09-8161-42b224e2f8a9	taxol	not so bad		946	941	positive	998	988	taxol, not so bad.
3754	0cef849f-f202-4c6c-8125-f06a60399031	aromasi	really good		27	20	positive	151	140	i have been taking aromasin for 1 year and i also take paxil for depression and anxiety, i've been taking that for 3 years, everything was really good for me, thepaxil was doing it's job, then when i started taking aromasin everything changed, i don't know if it's a drug interaction or what but i had what seemed like withdrawal systems and everyday my depression is getting worse, to the point now i can't cope with anything, has anyone else had this problem and what did you do, please i need help desperately.
3755	0cf31b61-4697-46d8-98a4-d743ce693a61	rituxan	it worked		73	66	positive	182	173	i finished my 2 year rituxan maint the end of february and currently waiting to be scheduled for my follow up ct scan to see if it worked.
3756	0cf6f98e-c876-4380-98b3-9231e5997900	taxol	was not bad at all		191	186	positive	183	165	for me, a/c was not bad at all - taxol was.
3757	0cf83fbc-ac93-4e57-8319-18518baee2a9	bleo	is a good choice		159	155	positive	60	44	hi simon yes, i think abvd followed by avd is a good choice as first line treatment for your stage, especially since you have already finished 4 times of bleo and are allergic to it.
3758	0cf87c7a-a6d2-4938-98b9-54ea9c1e15b9	tarceva	no response		686	679	positive	715	704	she was put on tarceva for 4 weeks with no response.
3759	0cf87c7a-a6d2-4938-98b9-54ea9c1e15b9	alimta	no response		772	766	positive	715	704	then chemo for 3 cycles and no response and then alimta for one cycle but it was too late.
3760	0cfa1ab6-f5ac-4dd8-98bf-807cfcf123a1	xeloda	can help		270	264	positive	283	275	i know there are folks on board here who are doing xeloda and can help.
3762	0cfacbf1-31d9-49b8-98c2-2487e4df2e99	herceptin	very effective		138	129	positive	96	82	i've read that adriamycin is very effective against her2 + and as you said, herceptin is saved now for mets.
3764	0cfacbf1-31d9-49b8-98c2-2487e4df2e99	adriam	very effective		74	68	positive	96	82	i've read that adriamycin is very effective against her2 + and as you said, herceptin is saved now for mets.
